inchikey,key14,smiles_std,compound_name,bbb_class,logbb,b3db_threshold,b3db_uncertainty_classification,b3db_uncertainty_regression,b3db_reference_classification,b3db_reference_regression,source_id_classification,source_id_regression,coconut_id_exact_match,coconut_ids_key14_match,coconut_matches_key14
WCIBOXFOUGQLFC-UHFFFAOYSA-N,WCIBOXFOUGQLFC,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,lenperone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2365,,,,0
WCJFBSYALHQBSK-UHFFFAOYSA-N,WCJFBSYALHQBSK,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,normethadone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1413,,CNP0598549.0,CNP0598549.0,1
WCJNRJDOHCANAL-UHFFFAOYSA-N,WCJNRJDOHCANAL,Cc1cc(Cl)ccc1NC1=NCCN1,4201-26-7,BBB+,-0.87,,A,B,R2|R2|R8|R25|R47|R4|R40|,R2|R2|R8|R25|R47|R4|R40|,b3db_classification:163,b3db_regression:348,,,0
WDDPHFBMKLOVOX-UHFFFAOYSA-N,WDDPHFBMKLOVOX,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,clofarabine,BBB-,,,C,,R23|,,b3db_classification:5914,,,,0
WDEFBBTXULIOBB-MYJWUSKBSA-N,WDEFBBTXULIOBB,CCOC(=O)C1(c2ccccc2)CCC=C[C@@H]1N(C)C,ethyl (2s)-2-(dimethylamino)-1-phenylcyclohex-3-ene-1-carboxylate,BBB+,,-1.0,B,,R13|,,b3db_classification:3093,,,,0
WDEFBBTXULIOBB-NVXWUHKLSA-N,WDEFBBTXULIOBB,CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@H]1N(C)C,cis-tilidine,BBB+,,,C,,R24|,,b3db_classification:6272,,,,0
WDEFBBTXULIOBB-UHFFFAOYSA-N,WDEFBBTXULIOBB,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,tilidine,BBB+,,-1.0,B,,R1|R19|R14|R23|R27|R27|R30|,,b3db_classification:1630,,,,0
WDEFBBTXULIOBB-WBVHZDCISA-N,WDEFBBTXULIOBB,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,tilidine,BBB+,,,C,,R6|R27|R30|,,b3db_classification:4821,,,,0
WDENQIQQYWYTPO-IBGZPJMESA-N,WDENQIQQYWYTPO,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,acalabrutinib,BBB-,,,C,,R23|,,b3db_classification:5601,,,,0
WDFKMLRRRCGAKS-UHFFFAOYSA-N,WDFKMLRRRCGAKS,Oc1c(Cl)cc(Cl)c2cccnc12,chloroxine,BBB-,,,C,,R23|,,b3db_classification:5963,,CNP0108425.0,CNP0108425.0,1
WDJUZGPOPHTGOT-ADSZZZNASA-N,WDJUZGPOPHTGOT,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,digitoxin,BBB-,,-1.0,B,,R1|R27|R30|,,b3db_classification:2130,,CNP0232000.16,CNP0232000.1|CNP0232000.10|CNP0232000.11|CNP0232000.12|CNP0232000.13|CNP0232000.14|CNP0232000.15|CNP0232000.16|CNP0232000.2|CNP0232000.3|CNP0232000.4|CNP0232000.5|CNP0232000.6|CNP0232000.7|CNP0232000.8|CNP0232000.9,16
WDJUZGPOPHTGOT-GMLKBUKMSA-N,WDJUZGPOPHTGOT,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@@H]3[C@H](C)O[C@H](O[C@H]4CCC5(C)[C@@H](CC[C@H]6[C@@H]5CCC5(C)[C@H](C7=CC(=O)OC7)CCC65O)C4)C[C@@H]3O)C[C@@H]2O)C[C@H](O)[C@@H]1O,,BBB-,,-1.0,B,,R13|,,b3db_classification:3522,,CNP0232000.16,CNP0232000.1|CNP0232000.10|CNP0232000.11|CNP0232000.12|CNP0232000.13|CNP0232000.14|CNP0232000.15|CNP0232000.16|CNP0232000.2|CNP0232000.3|CNP0232000.4|CNP0232000.5|CNP0232000.6|CNP0232000.7|CNP0232000.8|CNP0232000.9,16
WDJYRYLRDONKNL-UHFFFAOYSA-N,WDJYRYLRDONKNL,COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1,pfizer compound 20,BBB+,0.11,,A,B,R2|R2|R8|R25|R27|R46|R47|R4|R40|,R2|R2|R8|R25|R27|R46|R47|R4|R40|,b3db_classification:623,b3db_regression:636,,,0
WDJYRYLRDONKNL-UPVQGACJSA-N,WDJYRYLRDONKNL,COc1ccc(-n2nc(C)cc2C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,schembl6227762,BBB+,,-1.0,B,,R13|,,b3db_classification:3424,,,,0
WDLWHQDACQUCJR-IBQZKXPPSA-N,WDLWHQDACQUCJR,C/C=C/C1=C(C(=O)O)N2C(=O)C(NC(=O)[C@@H](N)c3ccc(O)cc3)[C@@H]2SC1,,BBB-,,-1.0,B,,R13|,,b3db_classification:2638,,,CNP0079834.2|CNP0079834.3|CNP0079834.4|CNP0079834.5|CNP0079834.6,5
WDLWHQDACQUCJR-NSCUHMNNSA-N,WDLWHQDACQUCJR,C/C=C/C1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,cefprozil,BBB-,,,C,,R23|,,b3db_classification:5580,,,CNP0079834.2|CNP0079834.3|CNP0079834.4|CNP0079834.5|CNP0079834.6,5
WDLWHQDACQUCJR-UHFFFAOYSA-N,WDLWHQDACQUCJR,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,cefprozil,BBB-,,-1.0,B,,R19|R14|R27|,,b3db_classification:4325,,,CNP0079834.2|CNP0079834.3|CNP0079834.4|CNP0079834.5|CNP0079834.6,5
WDLWHQDACQUCJR-ZAMMOSSLSA-N,WDLWHQDACQUCJR,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,cefprozil,BBB-,,-1.0,B,,R1|R6|R24|R27|R27|R30|R30|,,b3db_classification:1082,,,CNP0079834.2|CNP0079834.3|CNP0079834.4|CNP0079834.5|CNP0079834.6,5
WDQPAMHFFCXSNU-UHFFFAOYSA-N,WDQPAMHFFCXSNU,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,clofazimine,BBB-,,-1.0,B,,R1|R13|R19|R19|R28|R6|R9|R14|R23|R27|R27|R27|R30|R30|R36|,,b3db_classification:1263,,,CNP0079566.1|CNP0569631.1,2
WDVSHHCDHLJJJR-UHFFFAOYSA-N,WDVSHHCDHLJJJR,Nc1ccc2cc3ccc(N)cc3nc2c1,proflavine,BBB-,,,C,,R23|,,b3db_classification:5909,,CNP0051279.0,CNP0051279.0,1
WDZCUPBHRAEYDL-GHGMDBEHSA-N,WDZCUPBHRAEYDL,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifapentine,BBB-,,,C,,R6|,,b3db_classification:4897,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-GZAUEHORSA-N,WDZCUPBHRAEYDL,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifapentine,BBB-,,,C,,R15|,,b3db_classification:5511,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-IKACNESASA-N,WDZCUPBHRAEYDL,CO[C@@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,,BBB-,,,C,,R24|,,b3db_classification:6482,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-LYDPARFQSA-N,WDZCUPBHRAEYDL,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifapentine,BBB-,,-1.0,B,,R1|R27|R30|,,b3db_classification:2010,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-PYRIWUIVSA-N,WDZCUPBHRAEYDL,CO[C@H]1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C,,BBB-,,-1.0,B,,R13|,,b3db_classification:3387,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-QBTFJLLOSA-N,WDZCUPBHRAEYDL,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C,rifapentine,BBB-,,,C,,R27|R30|,,b3db_classification:7391,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZCUPBHRAEYDL-UHFFFAOYSA-N,WDZCUPBHRAEYDL,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,rifapentine,BBB-,,-1.0,B,,R19|R14|R27|,,b3db_classification:4518,,CNP0328952.1|CNP0328952.2,CNP0328952.1|CNP0328952.2|CNP0328952.3|CNP0523033.1,4
WDZVGELJXXEGPV-YIXHJXPBSA-N,WDZVGELJXXEGPV,NC(N)=N/N=C/c1c(Cl)cccc1Cl,guanabenz,BBB-,,-1.0,B,,R7|R29|,,b3db_classification:2614,,CNP0340223.1|CNP0340223.3,CNP0340223.1|CNP0340223.2|CNP0340223.3|CNP0340223.4|CNP0595215.0,5
WEAJZXNPAWBCOA-UHFFFAOYSA-N,WEAJZXNPAWBCOA,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,avanafil,BBB-,,,C,,R23|,,b3db_classification:5817,,,CNP0572292.1,1
WEGNFRKBIKYVLC-CHHIZCGVSA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC12C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2735,,,,0
WEGNFRKBIKYVLC-HBESPAILSA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C,flunisolide-acetate,BBB+,,,C,,R27|R30|,,b3db_classification:6906,,,,0
WEGNFRKBIKYVLC-IEEMPZHYSA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,BBB+,,,C,,R24|,,b3db_classification:6025,,,,0
WEGNFRKBIKYVLC-JMOPTFDASA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC12C,4533-89-5,BBB+,,-1.0,B,,R1|R27|R30|,,b3db_classification:1180,,,,0
WEGNFRKBIKYVLC-UHFFFAOYSA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC12C,flunisolide-acetate,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4183,,,,0
WEGNFRKBIKYVLC-YILRLEJXSA-N,WEGNFRKBIKYVLC,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]12C,4533-89-5,BBB+,,,C,,R6|,,b3db_classification:4712,,,,0
WELBEQNHUMMKEL-UHFFFAOYSA-N,WELBEQNHUMMKEL,CCC1(CC)C(=O)NC=C(C)C1=O,ethypicone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1473,,,,0
WELLFUVXPYRHHG-RCCFBDPRSA-N,WELLFUVXPYRHHG,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@]2(C#N)C=O)cc1,imipramine,BBB+,,-1.0,B,,R16|R16|R10|R10|,,b3db_classification:3987,,,,0
WEQAYVWKMWHEJO-NSHDSACASA-N,WEQAYVWKMWHEJO,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,(s)-chlormezanone,BBB+,,-1.0,B,,R13|R24|R27|R30|,,b3db_classification:3204,,CNP0054841.1,CNP0054841.1,1
WEQAYVWKMWHEJO-UHFFFAOYSA-N,WEQAYVWKMWHEJO,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,chlormezanone,BBB+,,-1.0,B,,R1|R19|R6|R14|R23|R27|R27|R30|,,b3db_classification:1806,,CNP0054841.1,CNP0054841.1,1
WETRBJOSGIDJHQ-UHFFFAOYSA-N,WETRBJOSGIDJHQ,C1=C(CC2=NCCN2)CCc2ccccc21,napamezole,BBB+,,-1.0,B,,R19|R6|R24|R27|R27|R30|,,b3db_classification:4109,,,,0
WEUCDJCFJHYFRL-IBGZPJMESA-N,WEUCDJCFJHYFRL,CN1CCCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,mmv004168,BBB+,,-1.0,B,,R13|R27|R30|,,b3db_classification:3227,,CNP0349922.0,CNP0349922.0,1
WEUCDJCFJHYFRL-LJQANCHMSA-N,WEUCDJCFJHYFRL,CN1CCCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,zinc1319936,BBB+,,,C,,R24|,,b3db_classification:6384,,CNP0349922.0,CNP0349922.0,1
WEUCDJCFJHYFRL-UHFFFAOYSA-N,WEUCDJCFJHYFRL,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,homochlorcyclizine,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1839,,CNP0349922.0,CNP0349922.0,1
WEXRUCMBJFQVBZ-SSDOTTSWSA-N,WEXRUCMBJFQVBZ,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,(r)-pentobarbital,BBB+,0.12,,A,A,R48|,R48|,b3db_classification:633,b3db_regression:143,CNP0254987.0|CNP0586795.1|CNP0604630.0,CNP0254987.0|CNP0586795.1|CNP0586795.2|CNP0604630.0,4
WEXRUCMBJFQVBZ-UHFFFAOYSA-N,WEXRUCMBJFQVBZ,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,pentobarbital,BBB+,0.1,,A,D,R40|R8|R21|R27|R43|R2|R2|R27|R5|R39|R3|R11|R12|R17|R18|R25|R26|R27|R35|R36|R44|R47|R49|R49|R38|R41|R3|,R40|R8|R21|R27|R43|R2|R2|R27|R5|R39|R3|R11|R12|R17|R18|R25|R26|R27|R35|R36|R44|R47|R49|R49|R38|R41|R3|,b3db_classification:609,b3db_regression:994,CNP0254987.0|CNP0586795.1|CNP0604630.0,CNP0254987.0|CNP0586795.1|CNP0586795.2|CNP0604630.0,4
WEXRUCMBJFQVBZ-ZETCQYMHSA-N,WEXRUCMBJFQVBZ,CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,pentobarbital,BBB+,,-1.0,B,,R13|R24|R27|R27|R30|,,b3db_classification:3048,,CNP0254987.0|CNP0586795.1|CNP0604630.0,CNP0254987.0|CNP0586795.1|CNP0586795.2|CNP0604630.0,4
WEYVCQFUGFRXOM-UHFFFAOYSA-N,WEYVCQFUGFRXOM,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,perazine,BBB+,,,C,,R50|,,b3db_classification:7753,,CNP0577008.0,CNP0577008.0,1
WFBCHDSKCGDTQX-CHWSQXEVSA-N,WFBCHDSKCGDTQX,CN1[C@@H]2CC[C@@H]1CC(OC(=O)c1cn(C)c3ccccc13)C2,,BBB+,,,C,,R27|,,b3db_classification:7308,,,,0
WFJWTVCUKPPEOR-INIZCTEOSA-N,WFJWTVCUKPPEOR,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C[C@H]2COc3ccccc3O2)CC1,(s)-axamozide,BBB+,,-1.0,B,,R13|R24|R27|R30|,,b3db_classification:3779,,,,0
WFJWTVCUKPPEOR-UHFFFAOYSA-N,WFJWTVCUKPPEOR,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,axamozide,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:2499,,,,0
WFNAKBGANONZEQ-GOSISDBHSA-N,WFNAKBGANONZEQ,CN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,unii-w30o8i2c4v,BBB+,,,C,,R24|,,b3db_classification:6391,,CNP0273423.1|CNP0273423.2,CNP0273423.1|CNP0273423.2,2
WFNAKBGANONZEQ-SFHVURJKSA-N,WFNAKBGANONZEQ,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,chlorcyclizine,BBB+,,-1.0,B,,R13|R27|R30|,,b3db_classification:3235,,CNP0273423.1|CNP0273423.2,CNP0273423.1|CNP0273423.2,2
WFNAKBGANONZEQ-UHFFFAOYSA-N,WFNAKBGANONZEQ,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,chlorcyclizine,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1844,,CNP0273423.1|CNP0273423.2,CNP0273423.1|CNP0273423.2,2
WFPIAZLQTJBIFN-BLLMUTORSA-N,WFPIAZLQTJBIFN,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,clopenthixol,BBB+,,,C,,R14|R24|R27|,,b3db_classification:5437,,CNP0199623.1|CNP0199623.2,CNP0199623.1|CNP0199623.2,2
WFPIAZLQTJBIFN-DVZOWYKESA-N,WFPIAZLQTJBIFN,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,clopenthixol/zuclopenthixol,BBB+,,-1.0,B,,R1|R1|R13|R6|R23|R27|R27|R27|R30|R30|R30|R50|,,b3db_classification:2538,,CNP0199623.1|CNP0199623.2,CNP0199623.1|CNP0199623.2,2
WFPIAZLQTJBIFN-UHFFFAOYSA-N,WFPIAZLQTJBIFN,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,clopenthixol,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4661,,CNP0199623.1|CNP0199623.2,CNP0199623.1|CNP0199623.2,2
WFWLQNSHRPWKFK-UHFFFAOYSA-N,WFWLQNSHRPWKFK,O=c1[nH]c(=O)n(C2CCCO2)cc1F,tegafur,BBB-,,,C,,R14|,,b3db_classification:5428,,,,0
WGBZFQJXRNSUNB-UHFFFAOYSA-N,WGBZFQJXRNSUNB,O=c1[nH]c(C2=CC(N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,compound-s16d,BBB+,0.36,,A,B,R18|R26|R27|,R18|R26|R27|,b3db_classification:754,b3db_regression:721,,,0
WGFOBBZOWHGYQH-UHFFFAOYSA-N,WGFOBBZOWHGYQH,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,lubiprostone,BBB-,,,C,,R23|,,b3db_classification:5696,,,,0
WGOKVRMQUBJKRB-UHFFFAOYSA-N,WGOKVRMQUBJKRB,CN=C(C[N+](=O)[O-])NCCCSc1ccc(CN(C)C)o1,n-[3-[5-[(dimethylamino)methyl]furan-2-yl]sulfanylpropyl]-n'-methyl-2-nitroethanimidamide,BBB-,-1.23,,A,A,R8|,R8|,b3db_classification:93,b3db_regression:26,,,0
WGUNFTKBYUCLEL-UHFFFAOYSA-N,WGUNFTKBYUCLEL,CN(C)S(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,chembl243571,BBB+,-0.37,,A,A,R47|,R47|,b3db_classification:325,b3db_regression:81,,,0
WHBHBVVOGNECLV-DADBAOPHSA-N,WHBHBVVOGNECLV,C[C@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CC[C@@]2(O)C(=O)CO,cortexolone (cortodoxone cortifen),BBB+,,,C,,R27|R30|,,b3db_classification:7491,,CNP0312178.1,CNP0312178.1|CNP0312178.2|CNP0312178.3,3
WHBHBVVOGNECLV-FBFBSROVSA-N,WHBHBVVOGNECLV,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,,BBB+,,,C,,R24|,,b3db_classification:6647,,CNP0312178.1,CNP0312178.1|CNP0312178.2|CNP0312178.3,3
WHBHBVVOGNECLV-OBQKJFGGSA-N,WHBHBVVOGNECLV,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,cortexolone,BBB+,,,C,,R6|,,b3db_classification:4958,,CNP0312178.1,CNP0312178.1|CNP0312178.2|CNP0312178.3,3
WHBHBVVOGNECLV-PXWPURHXSA-N,WHBHBVVOGNECLV,CC12CCC(=O)C=C1CC[C@H]1[C@@H]2CCC2(C)[C@H]1CCC2(O)C(=O)CO,,BBB+,,-1.0,B,,R13|,,b3db_classification:2919,,CNP0312178.1,CNP0312178.1|CNP0312178.2|CNP0312178.3,3
WHBHBVVOGNECLV-UHFFFAOYSA-N,WHBHBVVOGNECLV,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,cortexolone(cortodoxonecortifen),BBB+,,-1.0,B,,R1|R19|R27|R27|R30|,,b3db_classification:1376,,CNP0312178.1,CNP0312178.1|CNP0312178.2|CNP0312178.3,3
WHBIGIKBNXZKFE-UHFFFAOYSA-N,WHBIGIKBNXZKFE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,doxorubicin,BBB-,,-1.0,B,,R1|R13|R19|R28|R9|R14|R15|R23|R24|R27|R27|R30|R36|,,b3db_classification:1270,,CNP0240856.0,CNP0240856.0,1
WHHHJDGNBVQNAU-UHFFFAOYSA-N,WHHHJDGNBVQNAU,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,amfonelic-acid,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1706,,,,0
WHMZRMWVQGJONX-CQSZACIVSA-N,WHMZRMWVQGJONX,C[C@@H](O)c1cc2n(n1)CCN(C(=O)CC1=C(c3ccccc3)CCC1=O)C2,ceftazidime,BBB+,,-1.0,B,,R16|R10|,,b3db_classification:4022,,,,0
WHUUTDBJXJRKMK-UHFFFAOYSA-N,WHUUTDBJXJRKMK,NC(CCC(=O)O)C(=O)O,glutamic acid,BBB-,,,C,,R14|,,b3db_classification:5357,,CNP0535517.0,CNP0191057.1|CNP0191057.2|CNP0535517.0,3
WHWZLSFABNNENI-UHFFFAOYSA-N,WHWZLSFABNNENI,NC1=NCC2c3ccccc3Cc3ccccc3N12,epinastine,BBB+,-0.16,,A,B,R2|R2|R20|R25|R27|R46|,R2|R2|R20|R25|R27|R46|,b3db_classification:436,b3db_regression:517,CNP0558603.0,CNP0558603.0,1
WHXMKTBCFHIYNQ-UHFFFAOYSA-N,WHXMKTBCFHIYNQ,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,levosimendan,BBB-,,,C,,R23|,,b3db_classification:5668,,CNP0545480.0,CNP0472512.1|CNP0545480.0,2
WHXMKTBCFHIYNQ-VIFPVBQESA-N,WHXMKTBCFHIYNQ,C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,zinc4689,BBB+,,,C,,R27|,,b3db_classification:7525,,CNP0545480.0,CNP0472512.1|CNP0545480.0,2
WHXSMMKQMYFTQS-UHFFFAOYSA-N,WHXSMMKQMYFTQS,[Li],7439-93-2,BBB+,-0.3,,A,B,R18|R26|R27|,R18|R26|R27|,b3db_classification:358,b3db_regression:472,CNP0491816.0,CNP0491816.0,1
WHZRCUIISKRTJL-AEKBABTJSA-N,WHZRCUIISKRTJL,CCCCCC(=O)OCC(=O)C1[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC12C,,BBB+,,-1.0,B,,R13|,,b3db_classification:3009,,,,0
WHZRCUIISKRTJL-JLTLWWJZSA-N,WHZRCUIISKRTJL,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,fluocortolone-caproate,BBB+,,,C,,R27|R30|,,b3db_classification:7090,,,,0
WHZRCUIISKRTJL-OLGACAFWSA-N,WHZRCUIISKRTJL,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,fluocortolone-caproate,BBB+,,,C,,R6|,,b3db_classification:4802,,,,0
WHZRCUIISKRTJL-OWVBAEGUSA-N,WHZRCUIISKRTJL,CCCCCC(=O)OCC(=O)[C@@H]1[C@H](C)C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@]21C,,BBB+,,,C,,R24|,,b3db_classification:6207,,,,0
